ablation,scenario_id,domain,fault,violation_accepted,effect_count,disposition,reason
NoReleaseValidation,attack:finance:PROVENANCE_VALUE_SUBSTITUTION:201000,finance,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/amount_cents;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:UNTRUSTED_ROOT_PRODUCER:301000,finance,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
NoReleaseValidation,attack:finance:ROOT_AUTHORITY_EXCEEDED:401000,finance,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:ROOT_SCOPE_EXCEEDED:501000,finance,ROOT_SCOPE_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:ROOT_FIELD_CONSTRAINT_BYPASS:601000,finance,ROOT_FIELD_CONSTRAINT_BYPASS,False,0,DENY,E_ROOT_FIELD_CONSTRAINT:/action/parameters/amount_cents;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:PRINCIPAL_SUBSTITUTION:701000,finance,PRINCIPAL_SUBSTITUTION,False,0,DENY,E_NOT_PRESERVED:2:/context/principal
NoReleaseValidation,attack:finance:AUTHORITY_AMPLIFICATION:801000,finance,AUTHORITY_AMPLIFICATION,False,0,DENY,E_AUTHORITY_AMPLIFICATION:0;E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/authority;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/destination;E_NOT_PRESERVED:0:/action/function;E_NOT_PRESERVED:0:/action/operation;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:DELEGATION_WIDENING:901000,finance,DELEGATION_WIDENING,False,0,DENY,E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:ARGUMENT_MUTATION:1001000,finance,ARGUMENT_MUTATION,False,0,DENY,E_NOT_PRESERVED:2:/action/parameters/amount_cents
NoReleaseValidation,attack:finance:DESTINATION_SUBSTITUTION:1101000,finance,DESTINATION_SUBSTITUTION,False,0,DENY,E_UNTRUSTED_TRANSFORM_ISSUER:adapter:/action/destination
NoReleaseValidation,attack:finance:TOOL_SERVER_SWAP:1201000,finance,TOOL_SERVER_SWAP,False,0,DENY,E_NOT_PRESERVED:2:/action/server_id;E_NOT_PRESERVED:2:/action/tool_manifest_digest;E_UNTRUSTED_TOOL_MANIFEST
NoReleaseValidation,attack:finance:POLICY_DOWNGRADE:1301000,finance,POLICY_DOWNGRADE,False,0,DENY,E_GUARANTEE_FALSE:2:policy_matches;E_ILLEGAL_TRANSFORM:2:/context/policy_digest;E_ILLEGAL_TRANSFORM:2:/context/policy_epoch;E_POLICY_DOWNGRADE:2;E_STALE_POLICY
NoReleaseValidation,attack:finance:NONCE_REPLAY:1401000,finance,NONCE_REPLAY,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:finance:ALTERNATE_PATH:1501000,finance,ALTERNATE_PATH,False,0,DENY,E_UNMEDIATED_PATH
NoReleaseValidation,attack:finance:MEMORY_LAUNDERING:1601000,finance,MEMORY_LAUNDERING,False,0,DENY,E_NOT_PRESERVED:0:/context/protected_field_sources;E_NOT_PRESERVED:0:/context/source_classes;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNRELEASED_FIELD:/action/parameters/amount_cents
NoReleaseValidation,attack:finance:TAINT_DOWNGRADE:1701000,finance,TAINT_DOWNGRADE,False,0,DENY,E_ILLEGAL_TRANSFORM:0:/context/taint;E_TAINT_DOWNGRADE:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRACKED_DATA_CLASS
NoReleaseValidation,attack:finance:EFFECT_CLASS_DOWNGRADE:1801000,finance,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
NoReleaseValidation,attack:finance:CONTEXT_ROOT_OMISSION:1901000,finance,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
NoReleaseValidation,attack:finance:RETRY_DUPLICATE:2001000,finance,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:finance:UNAUTHORISED_STAGE_SIGNER:2101000,finance,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:RECEIPT_PRODUCER_MISMATCH:2201000,finance,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:finance:MISSING_TRANSFORM_WITNESS:2301000,finance,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
NoReleaseValidation,attack:finance:INVALID_TRANSFORM_WITNESS:2401000,finance,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
NoReleaseValidation,attack:finance:RELEASE_PREDICATE_BYPASS:2501000,finance,RELEASE_PREDICATE_BYPASS,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:finance:RELEASE_VALUE_SUBSTITUTION:2601000,finance,RELEASE_VALUE_SUBSTITUTION,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:finance:EXPIRED_RELEASE:2701000,finance,EXPIRED_RELEASE,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:finance:SUBJECT_SUBSTITUTION:2801000,finance,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
NoReleaseValidation,attack:finance:POST_PERMIT_ACTION_SUBSTITUTION:2901000,finance,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
NoReleaseValidation,attack:finance:REVOKED_GRANT:3001000,finance,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
NoReleaseValidation,attack:finance:CONTRACT_GUARANTEE_VIOLATION:3101000,finance,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
NoReleaseValidation,attack:devops:UNTRUSTED_FIELD_BINDING:2000,devops,UNTRUSTED_FIELD_BINDING,False,0,ESCALATE,E_UNRELEASED_FIELD:/action/parameters/commit
NoReleaseValidation,attack:devops:DROP_PROVENANCE:102000,devops,DROP_PROVENANCE,False,0,DENY,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT
NoReleaseValidation,attack:devops:PROVENANCE_VALUE_SUBSTITUTION:202000,devops,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/commit;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:UNTRUSTED_ROOT_PRODUCER:302000,devops,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
NoReleaseValidation,attack:devops:ROOT_AUTHORITY_EXCEEDED:402000,devops,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:ROOT_SCOPE_EXCEEDED:502000,devops,ROOT_SCOPE_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:ROOT_FIELD_CONSTRAINT_BYPASS:602000,devops,ROOT_FIELD_CONSTRAINT_BYPASS,False,0,DENY,E_ROOT_FIELD_CONSTRAINT:/action/parameters/commit;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:PRINCIPAL_SUBSTITUTION:702000,devops,PRINCIPAL_SUBSTITUTION,False,0,DENY,E_NOT_PRESERVED:2:/context/principal
NoReleaseValidation,attack:devops:AUTHORITY_AMPLIFICATION:802000,devops,AUTHORITY_AMPLIFICATION,False,0,DENY,E_AUTHORITY_AMPLIFICATION:0;E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/authority;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/destination;E_NOT_PRESERVED:0:/action/function;E_NOT_PRESERVED:0:/action/operation;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:DELEGATION_WIDENING:902000,devops,DELEGATION_WIDENING,False,0,DENY,E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:ARGUMENT_MUTATION:1002000,devops,ARGUMENT_MUTATION,False,0,DENY,E_NOT_PRESERVED:2:/action/parameters/environment
NoReleaseValidation,attack:devops:DESTINATION_SUBSTITUTION:1102000,devops,DESTINATION_SUBSTITUTION,False,0,DENY,E_UNTRUSTED_TRANSFORM_ISSUER:adapter:/action/destination
NoReleaseValidation,attack:devops:TOOL_SERVER_SWAP:1202000,devops,TOOL_SERVER_SWAP,False,0,DENY,E_NOT_PRESERVED:2:/action/server_id;E_NOT_PRESERVED:2:/action/tool_manifest_digest;E_UNTRUSTED_TOOL_MANIFEST
NoReleaseValidation,attack:devops:POLICY_DOWNGRADE:1302000,devops,POLICY_DOWNGRADE,False,0,DENY,E_GUARANTEE_FALSE:2:policy_matches;E_ILLEGAL_TRANSFORM:2:/context/policy_digest;E_ILLEGAL_TRANSFORM:2:/context/policy_epoch;E_POLICY_DOWNGRADE:2;E_STALE_POLICY
NoReleaseValidation,attack:devops:NONCE_REPLAY:1402000,devops,NONCE_REPLAY,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:devops:ALTERNATE_PATH:1502000,devops,ALTERNATE_PATH,False,0,DENY,E_UNMEDIATED_PATH
NoReleaseValidation,attack:devops:MEMORY_LAUNDERING:1602000,devops,MEMORY_LAUNDERING,False,0,DENY,E_NOT_PRESERVED:0:/context/protected_field_sources;E_NOT_PRESERVED:0:/context/source_classes;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNRELEASED_FIELD:/action/parameters/commit
NoReleaseValidation,attack:devops:TAINT_DOWNGRADE:1702000,devops,TAINT_DOWNGRADE,False,0,DENY,E_ILLEGAL_TRANSFORM:0:/context/taint;E_TAINT_DOWNGRADE:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRACKED_DATA_CLASS
NoReleaseValidation,attack:devops:EFFECT_CLASS_DOWNGRADE:1802000,devops,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
NoReleaseValidation,attack:devops:CONTEXT_ROOT_OMISSION:1902000,devops,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
NoReleaseValidation,attack:devops:RETRY_DUPLICATE:2002000,devops,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:devops:UNAUTHORISED_STAGE_SIGNER:2102000,devops,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:RECEIPT_PRODUCER_MISMATCH:2202000,devops,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:devops:MISSING_TRANSFORM_WITNESS:2302000,devops,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
NoReleaseValidation,attack:devops:INVALID_TRANSFORM_WITNESS:2402000,devops,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
NoReleaseValidation,attack:devops:RELEASE_PREDICATE_BYPASS:2502000,devops,RELEASE_PREDICATE_BYPASS,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:devops:RELEASE_VALUE_SUBSTITUTION:2602000,devops,RELEASE_VALUE_SUBSTITUTION,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:devops:EXPIRED_RELEASE:2702000,devops,EXPIRED_RELEASE,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:devops:SUBJECT_SUBSTITUTION:2802000,devops,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
NoReleaseValidation,attack:devops:POST_PERMIT_ACTION_SUBSTITUTION:2902000,devops,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
NoReleaseValidation,attack:devops:REVOKED_GRANT:3002000,devops,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
NoReleaseValidation,attack:devops:CONTRACT_GUARANTEE_VIOLATION:3102000,devops,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
NoReleaseValidation,attack:multiagent:UNTRUSTED_FIELD_BINDING:3000,multiagent,UNTRUSTED_FIELD_BINDING,False,0,ESCALATE,E_UNRELEASED_FIELD:/action/parameters/capability
NoReleaseValidation,attack:multiagent:DROP_PROVENANCE:103000,multiagent,DROP_PROVENANCE,False,0,DENY,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT
NoReleaseValidation,attack:multiagent:PROVENANCE_VALUE_SUBSTITUTION:203000,multiagent,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/capability;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:UNTRUSTED_ROOT_PRODUCER:303000,multiagent,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
NoReleaseValidation,attack:multiagent:ROOT_AUTHORITY_EXCEEDED:403000,multiagent,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:ROOT_SCOPE_EXCEEDED:503000,multiagent,ROOT_SCOPE_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:ROOT_FIELD_CONSTRAINT_BYPASS:603000,multiagent,ROOT_FIELD_CONSTRAINT_BYPASS,False,0,DENY,E_ROOT_FIELD_CONSTRAINT:/action/parameters/capability;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:PRINCIPAL_SUBSTITUTION:703000,multiagent,PRINCIPAL_SUBSTITUTION,False,0,DENY,E_NOT_PRESERVED:2:/context/principal
NoReleaseValidation,attack:multiagent:AUTHORITY_AMPLIFICATION:803000,multiagent,AUTHORITY_AMPLIFICATION,False,0,DENY,E_AUTHORITY_AMPLIFICATION:0;E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/authority;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/destination;E_NOT_PRESERVED:0:/action/function;E_NOT_PRESERVED:0:/action/operation;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:DELEGATION_WIDENING:903000,multiagent,DELEGATION_WIDENING,False,0,DENY,E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:ARGUMENT_MUTATION:1003000,multiagent,ARGUMENT_MUTATION,False,0,DENY,E_NOT_PRESERVED:2:/action/parameters/max_depth
NoReleaseValidation,attack:multiagent:DESTINATION_SUBSTITUTION:1103000,multiagent,DESTINATION_SUBSTITUTION,False,0,DENY,E_UNTRUSTED_TRANSFORM_ISSUER:adapter:/action/destination
NoReleaseValidation,attack:multiagent:TOOL_SERVER_SWAP:1203000,multiagent,TOOL_SERVER_SWAP,False,0,DENY,E_NOT_PRESERVED:2:/action/server_id;E_NOT_PRESERVED:2:/action/tool_manifest_digest;E_UNTRUSTED_TOOL_MANIFEST
NoReleaseValidation,attack:multiagent:POLICY_DOWNGRADE:1303000,multiagent,POLICY_DOWNGRADE,False,0,DENY,E_GUARANTEE_FALSE:2:policy_matches;E_ILLEGAL_TRANSFORM:2:/context/policy_digest;E_ILLEGAL_TRANSFORM:2:/context/policy_epoch;E_POLICY_DOWNGRADE:2;E_STALE_POLICY
NoReleaseValidation,attack:multiagent:NONCE_REPLAY:1403000,multiagent,NONCE_REPLAY,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:multiagent:ALTERNATE_PATH:1503000,multiagent,ALTERNATE_PATH,False,0,DENY,E_UNMEDIATED_PATH
NoReleaseValidation,attack:multiagent:MEMORY_LAUNDERING:1603000,multiagent,MEMORY_LAUNDERING,False,0,DENY,E_NOT_PRESERVED:0:/context/protected_field_sources;E_NOT_PRESERVED:0:/context/source_classes;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNRELEASED_FIELD:/action/parameters/capability
NoReleaseValidation,attack:multiagent:TAINT_DOWNGRADE:1703000,multiagent,TAINT_DOWNGRADE,False,0,DENY,E_ILLEGAL_TRANSFORM:0:/context/taint;E_TAINT_DOWNGRADE:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRACKED_DATA_CLASS
NoReleaseValidation,attack:multiagent:EFFECT_CLASS_DOWNGRADE:1803000,multiagent,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
NoReleaseValidation,attack:multiagent:CONTEXT_ROOT_OMISSION:1903000,multiagent,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
NoReleaseValidation,attack:multiagent:RETRY_DUPLICATE:2003000,multiagent,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
NoReleaseValidation,attack:multiagent:UNAUTHORISED_STAGE_SIGNER:2103000,multiagent,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:RECEIPT_PRODUCER_MISMATCH:2203000,multiagent,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
NoReleaseValidation,attack:multiagent:MISSING_TRANSFORM_WITNESS:2303000,multiagent,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
NoReleaseValidation,attack:multiagent:INVALID_TRANSFORM_WITNESS:2403000,multiagent,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
NoReleaseValidation,attack:multiagent:RELEASE_PREDICATE_BYPASS:2503000,multiagent,RELEASE_PREDICATE_BYPASS,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:multiagent:RELEASE_VALUE_SUBSTITUTION:2603000,multiagent,RELEASE_VALUE_SUBSTITUTION,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:multiagent:EXPIRED_RELEASE:2703000,multiagent,EXPIRED_RELEASE,True,1,EXECUTE,EXECUTED
NoReleaseValidation,attack:multiagent:SUBJECT_SUBSTITUTION:2803000,multiagent,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
NoReleaseValidation,attack:multiagent:POST_PERMIT_ACTION_SUBSTITUTION:2903000,multiagent,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
NoReleaseValidation,attack:multiagent:REVOKED_GRANT:3003000,multiagent,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
NoReleaseValidation,attack:multiagent:CONTRACT_GUARANTEE_VIOLATION:3103000,multiagent,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
NoFieldProvenance,attack:workspace:UNTRUSTED_FIELD_BINDING:0,workspace,UNTRUSTED_FIELD_BINDING,True,1,EXECUTE,EXECUTED
NoFieldProvenance,attack:workspace:DROP_PROVENANCE:100000,workspace,DROP_PROVENANCE,True,1,EXECUTE,EXECUTED
NoFieldProvenance,attack:workspace:PROVENANCE_VALUE_SUBSTITUTION:200000,workspace,PROVENANCE_VALUE_SUBSTITUTION,True,1,EXECUTE,EXECUTED
NoFieldProvenance,attack:workspace:UNTRUSTED_ROOT_PRODUCER:300000,workspace,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
NoFieldProvenance,attack:workspace:ROOT_AUTHORITY_EXCEEDED:400000,workspace,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
